,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y,總計
111,97年 7月,臺北市,1318,88,16,14,0,166,512,61,1,1,146,10,104,23,1,2,11,0,120,1,84,54,186,305,21,0,30,7,14,7,20,0,18,7,3,1,2,0,0,15,0,4,440,0,64,0,0,3,3,0,0,0,0,2,0,0,8,0,0,0,18,1,98,4010
112,97年 8月,臺北市,1206,84,12,15,0,152,475,50,2,1,140,6,164,13,1,4,3,0,50,0,87,49,172,244,8,0,26,6,11,8,26,0,11,6,3,0,2,0,0,13,0,7,457,0,45,0,0,6,1,0,0,0,8,1,0,0,10,0,1,0,12,0,73,3671
113,97年 9月,臺北市,992,82,14,17,0,150,656,51,11,2,152,6,133,17,2,3,9,0,29,1,96,66,192,241,11,0,32,10,6,13,14,0,24,8,3,0,0,0,0,16,0,9,456,0,43,0,0,3,8,0,4,0,4,1,0,0,12,1,0,0,11,0,70,3681
114,97年 10月,臺北市,1061,74,9,10,0,164,547,59,2,1,155,10,155,16,0,0,7,0,36,0,97,56,169,222,16,0,29,5,11,8,13,0,28,15,1,0,1,0,0,31,0,8,432,0,49,0,0,5,3,0,1,0,3,1,0,0,9,0,0,0,8,0,78,3605
115,97年 11月,臺北市,860,92,15,10,0,139,549,61,4,1,157,11,73,17,1,0,5,0,73,0,95,71,156,163,8,0,37,15,14,2,10,0,14,15,0,0,1,0,0,17,0,6,462,0,51,0,0,6,4,0,0,0,1,0,0,1,12,0,0,0,10,0,69,3308
116,97年 12月,臺北市,861,75,9,19,0,146,517,49,3,1,151,5,100,26,2,1,2,0,56,1,88,89,127,164,18,1,34,11,14,17,5,0,17,11,1,0,0,0,0,25,0,12,402,0,52,0,0,10,2,0,0,0,5,0,0,0,7,0,0,0,8,0,50,3194
118,98年 1月,臺北市,1200,101,22,48,0,115,505,39,2,3,134,5,63,6,1,0,9,0,74,0,77,53,190,267,13,0,19,10,13,26,16,0,18,6,2,0,1,0,0,24,0,4,387,0,33,0,0,0,3,0,1,0,3,2,0,1,12,0,0,0,13,0,64,3585
119,98年 2月,臺北市,904,83,15,52,1,161,554,51,6,1,140,4,116,13,1,0,4,0,23,0,89,71,203,248,24,0,35,7,8,10,2,0,14,7,2,0,1,0,0,23,0,5,510,0,61,1,0,2,4,0,0,0,3,1,0,1,13,1,0,0,25,0,62,3562
120,98年 3月,臺北市,814,76,8,19,1,180,488,59,7,0,188,2,145,15,0,1,7,0,70,0,106,96,167,241,15,1,33,9,12,9,10,0,9,7,3,0,1,0,0,30,0,6,493,0,58,0,0,3,3,0,0,0,4,0,0,0,9,0,0,0,11,0,76,3492
121,98年 4月,臺北市,782,86,10,15,0,135,573,49,5,3,142,10,89,17,0,1,2,0,31,1,103,83,163,247,12,0,39,11,9,9,5,0,9,9,3,1,4,0,0,30,0,12,369,0,52,0,0,3,9,0,0,0,6,0,0,0,10,0,0,1,16,0,51,3217
122,98年 5月,臺北市,824,85,23,24,0,156,687,56,6,1,157,8,56,19,0,0,1,2,26,0,96,68,151,248,5,0,31,5,8,5,3,0,7,6,2,0,0,0,0,20,0,6,414,0,47,0,0,4,3,0,0,0,0,2,0,0,9,0,0,0,17,0,93,3381
123,98年 6月,臺北市,834,95,13,29,0,183,562,66,8,3,181,8,112,18,3,3,9,0,85,0,114,82,85,228,2,0,37,9,22,10,23,0,13,8,1,0,2,0,0,36,0,14,442,0,67,0,0,7,1,0,0,0,0,1,0,0,5,0,1,0,8,0,32,3462
124,98年 7月,臺北市,792,85,14,21,0,159,629,59,6,2,148,4,45,24,6,4,5,0,39,0,99,64,142,233,12,0,30,10,15,23,15,0,13,8,4,1,1,0,0,46,0,9,454,0,74,0,0,4,2,0,0,0,1,0,0,3,12,0,0,0,12,0,47,3376
125,98年 8月,臺北市,802,90,5,20,0,176,545,72,4,1,161,8,71,18,2,2,6,0,30,0,105,74,140,251,18,0,44,7,18,13,4,0,8,11,4,0,1,0,0,29,0,9,498,0,69,0,0,4,6,0,0,0,4,2,0,0,17,0,0,0,12,0,48,3409
126,98年 9月,臺北市,719,58,7,15,0,177,518,77,5,0,152,4,53,15,1,4,7,1,47,1,83,84,94,167,11,0,40,4,19,0,3,0,12,8,1,0,0,0,0,21,0,9,407,0,78,1,0,8,3,0,1,0,0,0,0,0,15,1,0,0,8,0,44,2983
127,98年 10月,臺北市,845,47,9,17,0,184,436,83,6,4,173,11,31,12,1,1,5,0,48,0,104,90,113,252,8,0,34,15,15,13,14,0,6,2,2,1,0,0,0,29,0,23,451,0,74,0,0,6,5,0,0,0,6,1,0,0,17,0,1,1,9,0,43,3248
128,98年 11月,臺北市,779,57,7,19,0,169,496,76,7,2,148,6,42,25,1,1,9,0,22,1,108,69,79,229,7,0,43,4,15,14,3,0,13,8,0,1,0,0,1,25,0,5,471,0,76,1,0,7,2,0,1,0,7,0,1,2,12,0,0,0,19,0,41,3131
129,98年 12月,臺北市,702,39,10,20,1,180,489,72,6,3,150,6,43,21,0,3,11,0,14,0,110,82,84,207,6,0,32,6,11,8,7,0,5,8,2,2,1,0,0,25,0,8,345,0,66,0,0,5,4,0,2,0,3,1,0,1,22,0,1,0,8,0,32,2864
131,99年 1月,臺北市,572,34,9,19,1,162,457,65,9,1,149,13,50,16,0,0,6,0,16,0,110,89,71,246,9,0,44,10,13,4,3,0,11,12,0,0,1,0,0,20,0,6,396,0,75,0,0,4,4,0,1,0,0,0,0,0,11,0,0,0,8,0,34,2761
132,99年 2月,臺北市,1313,82,19,72,0,122,466,58,9,2,123,10,25,24,1,1,4,0,30,0,64,53,153,389,29,1,30,6,12,16,13,0,10,5,1,0,1,0,0,11,0,5,402,0,47,0,0,2,0,0,0,0,1,1,0,2,15,1,0,0,18,0,34,3683
133,99年 3月,臺北市,632,49,10,33,0,228,681,86,0,2,213,10,43,18,0,0,10,0,19,0,129,91,96,338,6,0,33,13,18,5,3,0,15,14,0,2,0,0,0,24,0,22,472,0,87,0,0,10,3,0,0,0,0,0,0,1,17,0,1,0,8,0,49,3491
134,99年 4月,臺北市,663,62,9,44,0,154,377,69,4,0,177,8,47,17,1,1,4,0,16,0,102,59,101,224,12,0,39,14,44,2,9,0,22,5,1,1,3,0,0,12,0,13,355,0,64,0,0,4,3,0,1,0,0,0,0,1,16,0,0,0,11,0,31,2802
135,99年 5月,臺北市,687,55,9,40,0,184,469,77,2,1,212,10,44,25,2,3,11,0,23,0,105,75,91,268,12,1,32,14,17,4,2,0,43,7,2,2,9,0,0,24,0,8,465,0,76,1,0,4,2,0,0,0,0,1,0,2,16,0,0,0,8,0,39,3184
136,99年 6月,臺北市,682,29,15,12,0,193,327,62,2,1,181,15,39,21,1,2,10,0,22,0,98,75,95,233,11,0,50,5,13,3,23,0,51,9,0,1,3,0,0,37,0,13,415,0,75,1,0,5,2,0,2,0,0,1,0,2,11,0,0,0,5,0,38,2891
137,99年 7月,臺北市,711,29,14,20,0,180,307,81,2,1,200,6,52,21,1,1,8,0,29,0,109,66,94,278,4,0,51,8,11,7,5,0,29,5,0,1,9,0,0,25,0,8,405,0,81,0,0,6,2,0,0,0,5,0,0,1,11,0,1,0,6,0,37,2928
138,99年 8月,臺北市,688,39,17,19,0,193,285,98,3,1,227,6,46,15,1,1,7,0,14,0,108,75,101,315,16,0,51,9,8,10,11,0,10,14,0,0,4,0,0,18,0,6,494,0,79,0,0,3,1,0,0,0,0,0,0,2,9,0,0,0,6,0,48,3058
139,99年 9月,臺北市,681,35,13,23,1,167,278,68,7,3,202,10,39,20,1,4,5,1,25,0,133,69,85,298,15,0,43,17,9,1,7,0,21,9,1,2,7,0,0,19,0,5,405,0,86,0,0,5,2,0,0,0,0,0,0,0,18,0,0,0,2,0,41,2883
140,99年 10月,臺北市,692,44,14,13,1,160,311,89,5,3,193,10,17,19,1,2,9,0,25,0,119,73,80,234,12,0,60,6,20,6,12,0,28,11,3,4,2,0,0,22,0,13,376,0,101,1,1,1,3,0,1,0,3,2,0,0,14,0,0,0,10,0,44,2870
141,99年 11月,臺北市,512,34,12,16,0,198,339,99,6,4,211,16,26,16,2,1,6,0,51,1,104,94,82,218,12,0,59,10,10,7,4,0,11,10,2,2,2,0,0,18,0,10,353,0,100,0,27,8,7,1,0,0,0,2,0,2,11,0,0,0,8,0,33,2757
142,99年 12月,臺北市,490,18,10,9,0,178,278,72,7,2,171,13,31,11,1,3,6,0,47,0,100,66,50,161,15,0,39,9,7,3,7,0,25,11,3,3,0,0,0,13,0,9,309,0,96,0,7,8,3,0,0,0,0,1,0,0,11,0,0,0,6,0,41,2350
144,100年 1月,臺北市,1072,37,11,47,0,187,298,67,5,5,218,9,21,22,1,3,4,0,23,0,128,75,84,267,18,1,50,9,9,3,9,0,18,11,1,3,7,0,0,18,0,12,386,0,91,0,1,3,1,0,0,1,0,1,0,1,13,0,0,0,5,0,111,3367
145,100年 2月,臺北市,709,25,16,66,1,134,261,62,7,1,129,7,12,12,1,3,4,0,83,0,71,49,47,161,14,0,36,18,9,6,2,0,9,11,1,0,8,0,0,8,0,6,431,0,63,0,1,3,4,0,0,0,0,0,0,0,8,0,1,0,17,0,34,2551
146,100年 3月,臺北市,528,21,8,20,0,248,341,76,1,0,233,15,66,23,0,3,12,0,27,0,111,68,61,275,24,1,49,10,10,3,2,0,12,10,4,0,13,0,0,24,0,13,398,0,71,0,0,7,2,0,2,0,0,1,0,2,5,0,0,1,3,0,52,2856
147,100年 4月,臺北市,560,20,14,16,0,151,256,58,3,7,167,10,30,19,0,2,8,0,10,0,83,54,49,235,17,0,50,15,9,7,5,0,18,4,2,1,3,0,0,25,0,8,376,0,73,0,0,4,1,0,1,0,0,1,0,1,6,0,0,0,4,0,33,2416
148,100年 5月,臺北市,556,33,11,12,0,192,261,80,3,1,228,4,46,14,1,4,12,0,10,0,104,74,74,264,10,0,64,11,9,4,4,0,15,16,5,0,4,0,0,25,0,4,413,0,109,0,0,11,2,0,0,0,0,0,0,0,7,0,0,0,10,0,50,2757
149,100年 6月,臺北市,500,19,8,8,0,209,255,109,3,2,210,13,32,18,1,4,10,0,25,0,105,61,71,247,20,0,54,15,3,4,8,0,21,9,1,1,2,0,0,24,0,2,377,0,91,1,0,8,2,0,0,0,0,0,0,0,7,0,0,0,4,0,36,2600
150,100年 7月,臺北市,567,31,16,17,2,195,271,81,5,4,207,9,45,20,0,2,11,0,15,0,112,44,59,284,33,0,65,19,11,2,9,0,13,12,1,0,0,0,0,35,0,5,411,0,67,0,0,6,5,0,1,0,0,1,0,1,8,0,0,0,9,0,48,2759
151,100年 8月,臺北市,532,21,13,21,0,201,334,93,3,2,212,7,46,31,2,2,7,0,11,0,117,74,88,259,30,0,62,7,13,2,7,0,28,8,0,0,4,0,0,29,0,3,397,0,105,0,1,8,2,1,0,0,0,0,0,0,13,0,0,0,11,0,71,2878
152,100年 9月,臺北市,608,16,6,35,1,203,318,94,4,4,203,9,50,23,3,0,4,0,30,0,103,60,82,245,15,0,45,11,13,2,7,0,28,11,3,1,10,0,0,23,0,5,448,0,85,0,0,9,2,0,0,0,0,0,0,1,4,0,0,0,5,1,43,2873
153,100年 10月,臺北市,675,23,7,28,0,218,304,84,6,1,200,14,49,20,0,2,10,0,44,0,122,69,85,242,14,0,70,19,10,3,6,0,13,5,1,0,5,0,0,16,0,6,479,0,99,0,0,11,2,0,1,0,0,1,0,1,15,0,0,0,9,0,41,3030
154,100年 11月,臺北市,649,10,11,26,0,196,289,103,2,5,192,14,32,17,1,2,7,0,17,0,120,52,75,299,12,0,54,10,15,6,10,0,9,14,2,0,6,0,0,23,0,11,456,0,71,0,3,5,1,0,0,0,0,0,0,1,16,0,1,0,10,2,31,2888
